Jucator: 0,name,rating,card_type,position,nation,league,team,PAC,SHO,PAS,DRI,DEF,PHY
4123,Hussain Salem,76,world-cup-player,LB,Saudi Arabia,World Cup,Saudi Arabia,86,38,63,71,69,82
4124,Sebastian Tounekti,76,world-cup-player,LW,Tunisia,World Cup,Tunisia,89,67,67,78,38,61
4125,Ismaël Koné,76,world-cup-player,CM,Canada,World Cup,Canada,85,65,68,77,62,77
4126,Chris Gunter,76,world-cup-player,RWB,Wales,World Cup,Wales,75,57,66,71,73,78
4127,Park Min Gyu,76,world-cup-player,LB,Korea Republic,World Cup,South Korea,85,36,57,55,68,83
4128,Hashim Ali,76,world-cup-player,RW,Qatar,World Cup,Quatar,92,65,64,77,41,54
4129,Lee Jae Ik,76,world-cup-player,CB,Korea Republic,World Cup,South Korea,70,43,58,55,74,78
4130,Jacob Shaffelburg,76,world-cup-player,LM,Canada,World Cup,Canada,92,67,69,72,62,69
4131,Ali Afif,76,world-cup-player,LWB,Qatar,World Cup,Quatar,86,73,69,75,69,75
4132,Abdullah Al Hamdan,76,world-cup-player,CF,Saudi Arabia,World Cup,Saudi Arabia,85,72,68,72,45,77
4133,Aref Gholami,76,world-cup-player,CB,Iran,World Cup,Iran,71,38,53,56,76,74
4134,Frank Sturing,76,world-cup-player,CB,Canada,World Cup,Canada,72,41,56,55,75,74
4135,Ali Karimi,76,world-cup-player,CAM,Iran,World Cup,Iran,69,71,72,76,60,72
4136,Ayman Yahya,76,world-cup-player,RM,Saudi Arabia,World Cup,Saudi Arabia,92,67,65,76,43,65
4137,Carlos Martínez,76,world-cup-player,RB,Costa Rica,World Cup,Costa Rica,76,37,58,65,74,64
4138,Yusuf Abdurisag,76,world-cup-player,RW,Qatar,World Cup,Quatar,92,63,66,77,41,60
4139,Jafar Salmani,76,world-cup-player,LW,Iran,World Cup,Iran,84,64,68,78,42,56
4140,Jonny Williams,76,world-cup-player,CM,Wales,World Cup,Wales,76,69,74,79,64,59
4141,Vladislavs Gutkovskis,76,team-of-the-week,ST,Latvia,PKO Bank Polski Ekstraklasa,Raków,85,75,60,72,34,88
4142,Jason Cummings,76,team-of-the-week,ST,Australia,A-League,Central Coast,80,76,64,74,45,75
4143,Kevin van Veen,76,team-of-the-week,ST,Netherlands,cinch Premiership,Motherwell,66,79,68,73,36,84
4144,Luca Tremolada,76,team-of-the-week,CAM,Italy,Calcio B,Modena,84,75,77,76,60,65
4145,Manuel Palacios,76,team-of-the-week,RM,Colombia,K League 1,Seongnam FC,95,71,67,80,55,80
4146,Renzo López,76,team-of-the-week,ST,Uruguay,Liga Profesional de Fútbol,Central Córdoba,65,77,60,72,35,85
4147,Chidera Ejuke,76,rare,LM,Nigeria,Bundesliga,Hertha Berlin,92,70,67,80,44,65
4148,Brian Brobbey,76,common,ST,Netherlands,Eredivisie,Ajax,82,73,55,70,30,82
4149,Alfredo Morelos,76,common,ST,Colombia,cinch Premiership,Rangers,77,75,68,72,43,81
4150,Sancet,76,common,ST,Spain,LaLiga Santander,Athletic Club,73,75,68,77,51,64
4152,Federico Di Francesco,76,common,LW,Italy,Serie A TIM,Lecce,78,70,73,80,39,60
4153,Divock Origi,76,common,ST,Belgium,Serie A TIM,Milan,79,75,67,75,27,73
4154,Max-Alain Gradel,76,common,LW,Ivory Coast,Süper Lig,Sivasspor,78,77,71,79,42,63
4155,Jean-Philippe Mateta,76,common,ST,France,Premier League,Crystal Palace,71,74,57,73,34,78
4156,Justin Kluivert,76,common,LW,Netherlands,LaLiga Santander,Valencia CF,88,73,69,79,36,62
4157,Yusuf Yazıcı,76,common,CF,Turkey,Süper Lig,Trabzonspor,66,75,77,79,47,71
4158,Aaron Boupendza,76,common,LW,Gabon,Rest of World,Al Shabab,84,77,67,79,27,74
4159,Jonathan Burkardt,76,common,ST,Germany,Bundesliga,1. FSV Mainz 05,84,75,67,79,43,75
4160,Miroslav Stevanović,76,common,RW,Bosnia Herzegovina,Credit Suisse Super League,Servette FC,83,69,74,75,38,69
4161,Ante Budimir,76,common,ST,Croatia,LaLiga Santander,CA Osasuna,62,76,49,72,35,76
4162,Ché Adams,76,common,ST,Scotland,Premier League,Southampton,81,77,62,75,40,77
4163,Bas Dost,76,common,ST,Netherlands,Eredivisie,FC Utrecht,44,78,56,64,46,75
4164,Stefano Okaka,76,common,ST,Italy,Süper Lig,Başakşehir,62,75,60,70,30,82
4165,Odsonne Edouard,76,rare,ST,France,Premier League,Crystal Palace,79,75,68,79,45,75
4166,Chris Wood,76,common,ST,New Zealand,Premier League,Newcastle Utd,59,77,60,70,40,80
4167,Alexander Sørloth,76,common,ST,Norway,LaLiga Santander,Real Sociedad,81,74,66,72,36,84
4168,Tarik Tissoudali,76,common,CF,Morocco,1A Pro League,KAA Gent,76,73,68,82,27,64
4169,Maximilian Philipp,76,common,CF,Germany,Bundesliga,SV Werder Bremen,76,78,71,78,42,61
4170,Trezeguet,76,common,LW,Egypt,Süper Lig,Trabzonspor,77,74,73,78,36,65
4171,Sheraldo Becker,76,rare,ST,Suriname,Bundesliga,Union Berlin,95,75,67,77,35,68
4172,Riccardo Orsolini,76,common,CF,Italy,Serie A TIM,Bologna,79,72,74,81,39,65
4173,Simon Terodde,76,common,ST,Germany,Bundesliga,FC Schalke 04,58,78,55,67,38,79
4174,Sebastián Palacios,76,rare,RW,Argentina,Hellas Liga,Panathinaikos,91,74,69,77,44,68
4175,Iuri Medeiros,76,common,CF,Portugal,Liga Portugal,SC Braga,75,72,75,82,34,56
4176,Mauro Boselli,76,conmebol-libertadores,ST,Argentina,Liga Profesional de Fútbol,Estudiantes,54,79,63,67,39,78
4177,Ryan Kent,76,rare,LW,England,cinch Premiership,Rangers,91,72,71,78,45,63
4178,Jovane Cabral,76,common,LW,Cape Verde Islands,Liga Portugal,Sporting CP,83,75,72,79,38,70
4179,Hany Mukhtar,76,common,CF,Germany,Major League Soccer,Nashville SC,80,72,74,78,44,64
4180,Serhou Guirassy,76,common,ST,France,Bundesliga,VfB Stuttgart,68,75,66,75,38,75
4181,Haris Seferović,76,common,ST,Switzerland,Süper Lig,Galatasaray,71,76,67,71,47,83
4182,Riccardo Saponara,76,common,LW,Italy,Serie A TIM,Fiorentina,69,70,78,80,41,59
4183,Neal Maupay,76,common,ST,France,Premier League,Everton,74,77,67,73,41,72
4184,Fernando Zampedri,76,conmebol-libertadores,ST,Argentina,CONMEBOL Libertadores,Uni. Católica,68,78,56,71,29,78
4185,Frank Acheampong,76,rare,ST,Ghana,Chinese Football Association Super League,Shenzhen FC,93,75,68,81,49,76
4186,Grégoire Defrel,76,common,CF,France,Serie A TIM,Sassuolo,81,75,66,78,34,51
4187,Trincão,76,common,RW,Portugal,Liga Portugal,Sporting CP,78,70,70,80,39,59
4188,Emmanuel Dennis,76,rare,ST,Nigeria,Premier League,Nott'm Forest,87,75,62,77,38,71
4189,Pere Milla,76,common,ST,Spain,LaLiga Santander,Elche CF,75,76,69,77,37,62
4190,Martin Braithwaite,76,common,ST,Denmark,LaLiga Santander,RCD Espanyol,79,76,72,78,35,74
4191,Michael Olise,76,common,RW,France,Premier League,Crystal Palace,80,70,76,80,50,53
4192,Jota,76,common,LW,Portugal,cinch Premiership,Celtic,86,71,72,79,37,61
4193,Falcao,76,common,ST,Colombia,LaLiga Santander,Rayo Vallecano,51,77,67,74,41,67
4194,Shon Weissman,76,common,ST,Israel,LaLiga SmartBank,R. Valladolid CF,75,79,65,69,38,72
4195,Jonas Wind,76,common,ST,Denmark,Bundesliga,VfL Wolfsburg,66,74,70,74,36,80
4196,Ayoze Pérez,76,common,RW,Spain,Premier League,Leicester City,76,70,73,80,58,63
4197,Tetê,76,common,RW,Brazil,Ligue 1 Uber Eats,OL,82,72,72,79,41,56
4198,Hugo Ekitike,76,common,ST,France,Ligue 1 Uber Eats,Paris SG,74,75,60,76,25,69
4199,David Brooks,76,common,RW,Wales,Premier League,AFC Bournemouth,69,71,75,79,48,62
4200,Kodjo Fo-Doh Laba,76,common,ST,Togo,United Emirates League,Al Ain FC,78,76,63,69,25,80
4201,Vangelis Pavlidis,76,common,ST,Greece,Eredivisie,AZ,77,75,64,74,43,80
4202,Luiz Adriano,76,common,ST,Brazil,Süper Lig,Antalyaspor,71,76,66,76,33,64
4204,Roger,76,common,ST,Spain,LaLiga Santander,Elche CF,74,78,63,74,41,73
4205,Arnaud Kalimuendo,76,common,ST,France,Ligue 1 Uber Eats,Stade Rennais FC,81,75,59,77,29,66
4206,Levi García,76,common,RW,Trinidad & Tobago,Hellas Liga,AEK Athens,87,68,70,82,33,72
4207,Vinícius,76,common,ST,Brazil,Premier League,Fulham,71,76,61,73,41,79
4208,Thomas Henry,76,common,ST,France,Serie A TIM,Hellas Verona,65,76,65,66,40,82
4209,Oussama Idrissi,76,common,LW,Morocco,Eredivisie,Feyenoord,80,76,70,80,35,67
4210,Miguel Borja,76,conmebol-libertadores,ST,Colombia,CONMEBOL Libertadores,River Plate,80,77,57,68,32,84
4211,Roman Yaremchuk,76,common,ST,Ukraine,1A Pro League,Club Brugge,79,75,70,71,45,74
4212,Andrea Petagna,76,common,ST,Italy,Serie A TIM,AC Monza,59,75,68,75,34,81
4213,Fabio Quagliarella,76,common,ST,Italy,Serie A TIM,Sampdoria,61,80,74,78,30,61
4214,Johan Gastien,76,common,CDM,France,Ligue 1 Uber Eats,Clermont Foot 63,50,63,67,72,73,77
4215,Tommaso Pobega,76,rare,CM,Italy,Serie A TIM,Milan,76,77,72,76,74,79
4216,Nadiem Amiri,76,common,CAM,Germany,Bundesliga,Leverkusen,67,72,77,81,50,68
4217,Sofyan Amrabat,76,common,CDM,Morocco,Serie A TIM,Fiorentina,68,71,70,75,73,78
4218,Mark Uth,76,common,CAM,Germany,Bundesliga,1. FC Köln,72,77,74,76,40,68
4219,Gonzalo Martínez,76,common,RM,Argentina,Rest of World,Al Nassr,82,72,72,82,34,59
4220,Ivan Ilić,76,common,CM,Serbia,Serie A TIM,Hellas Verona,76,71,76,78,69,71
4221,Lucas Biglia,76,common,CDM,Argentina,Süper Lig,Başakşehir,37,64,78,77,74,62
4222,Óscar Romero,76,conmebol-libertadores,CAM,Paraguay,CONMEBOL Libertadores,Boca Juniors,74,69,76,79,65,66
4223,Lucas Robertone,76,rare,CAM,Argentina,LaLiga SmartBank,UD Almería,85,73,74,78,69,74
4224,Iván Marcone,76,conmebol-sudamericana,CDM,Argentina,CONMEBOL Sudamericana,Independiente,44,62,72,69,73,77
4225,Yannick Gerhardt,76,common,CM,Germany,Bundesliga,VfL Wolfsburg,69,69,74,75,72,76
4226,Mohamed Elneny,76,common,CDM,Egypt,Premier League,Arsenal,56,63,71,70,73,73
4227,Guillermo Fernández,76,conmebol-libertadores,CM,Argentina,CONMEBOL Libertadores,Boca Juniors,71,67,75,76,65,66
4228,Marcelino Moreno,76,rare,CAM,Argentina,Major League Soccer,Atlanta United,87,70,72,79,53,62
4229,Lukáš Kalvach,76,common,CDM,Czech Republic,Česká Liga,Viktoria Plzeň,68,64,74,73,73,77
4230,Mohamed Elyounoussi,76,common,LM,Norway,Premier League,Southampton,77,74,71,78,55,70
4231,Casper Nielsen,76,common,CM,Denmark,1A Pro League,Club Brugge,72,71,76,74,72,75
4232,Kenedy,76,common,LM,Brazil,LaLiga SmartBank,R. Valladolid CF,77,71,74,78,60,62
4233,Szymon Żurkowski,76,rare,CM,Poland,Serie A TIM,Fiorentina,82,73,73,77,71,80
4234,Kristijan Jakić,76,common,CDM,Croatia,Bundesliga,Frankfurt,64,62,65,69,73,82
4235,Thiago Almada,76,rare,CAM,Argentina,Major League Soccer,Atlanta United,85,72,71,82,52,62
4236,Arne Maier,76,common,CM,Germany,Bundesliga,FC Augsburg,70,61,73,75,69,72
4237,Hidemasa Morita,76,common,CM,Japan,Liga Portugal,Sporting CP,67,64,74,75,72,73
4238,Aaron Mooy,76,common,CM,Australia,cinch Premiership,Celtic,62,72,78,74,69,75
4239,Roland Sallai,76,common,RM,Hungary,Bundesliga,SC Freiburg,75,70,71,78,37,65
4241,Grischa Prömel,76,common,CM,Germany,Bundesliga,TSG Hoffenheim,65,71,71,73,74,81
4242,Gustavo Cuéllar,76,common,CDM,Colombia,Rest of World,Al Hilal,69,50,66,69,74,81
4243,Cheick Doucouré,76,common,CM,Mali,Premier League,Crystal Palace,68,57,71,76,74,76
4244,Andreas Pereira,76,common,CAM,Brazil,Premier League,Fulham,76,74,77,78,65,68
4245,Andreas Skov Olsen,76,common,RM,Denmark,1A Pro League,Club Brugge,86,74,69,76,39,68
4246,Martín Ojeda,76,common,RM,Argentina,Liga Profesional de Fútbol,Godoy Cruz,83,76,73,76,34,61
4247,Christian Nørgaard,76,common,CDM,Denmark,Premier League,Brentford,58,60,69,69,76,78
4248,Xherdan Shaqiri,76,common,CAM,Switzerland,Major League Soccer,Chicago Fire FC,69,75,79,79,45,62
4249,Orbelín Pineda,76,common,LM,Mexico,Hellas Liga,AEK Athens,81,74,72,79,62,66
4250,Diadié Samassékou,76,common,CDM,Mali,Bundesliga,TSG Hoffenheim,65,49,65,72,76,74
4251,Aaron Ramsey,76,common,CM,Wales,Ligue 1 Uber Eats,OGC Nice,51,71,78,79,65,62
4252,Stephen Eustáquio,76,common,CDM,Canada,Liga Portugal,FC Porto,66,61,75,72,72,72
4253,Jasmin Kurtić,76,common,CM,Slovenia,Hellas Liga,PAOK,58,76,75,72,73,76
4254,Ladislav Krejčí,76,common,CDM,Czech Republic,Česká Liga,Sparta Praha,67,66,67,68,74,84
4255,Roque Mesa,76,common,CM,Spain,LaLiga SmartBank,R. Valladolid CF,67,67,76,75,67,80
4256,Roberto Torres,76,common,RM,Spain,LaLiga Santander,CA Osasuna,63,74,78,73,65,70
4257,Naïm Sliti,76,common,LM,Tunisia,Rest of World,Ettifaq FC,73,72,72,80,34,68
4258,Bertrand Traoré,76,common,RM,Burkina Faso,Süper Lig,Başakşehir,77,72,73,81,45,64
4259,Hicham Boudaoui,76,common,RM,Algeria,Ligue 1 Uber Eats,OGC Nice,74,65,71,79,72,72
4260,Curtis Jones,76,common,CM,England,Premier League,Liverpool,68,68,72,80,64,71
4261,Rasmus Falk,76,rare,CM,Denmark,3F Superliga,F.C. København,77,59,72,80,68,74
4262,Dwight McNeil,76,common,LM,England,Premier League,Everton,70,65,75,79,53,66
4263,Anton Stach,76,rare,CM,Germany,Bundesliga,1. FSV Mainz 05,74,67,74,69,74,78
4264,Ruud Vormer,76,common,CM,Netherlands,1A Pro League,Club Brugge,50,75,79,70,75,75
4265,Leander Dendoncker,76,common,CM,Belgium,Premier League,Aston Villa,61,69,76,71,77,81
4266,Rubén Alcaraz,76,common,CM,Spain,LaLiga Santander,Cádiz CF,56,73,77,71,75,81
4267,Franco Vázquez,76,common,CAM,Argentina,Calcio B,Parma,46,78,77,77,58,75
4268,Sebastián Blanco,76,common,CAM,Argentina,Major League Soccer,Portland Timbers,72,76,75,78,35,67
4269,Christian Fassnacht,76,common,RM,Switzerland,Credit Suisse Super League,BSC Young Boys,82,70,70,75,37,72
4270,Óscar,76,common,CM,Spain,LaLiga Santander,RC Celta,59,75,76,76,56,55
4271,Marko Grujić,76,common,CM,Serbia,Liga Portugal,FC Porto,61,71,71,77,73,80
4272,Vitaliy Buyalskyi,76,common,CM,Ukraine,Ukrayina Liha,Dynamo Kyiv,75,69,72,79,69,56
4273,Esequiel Barco,76,conmebol-libertadores,LM,Argentina,CONMEBOL Libertadores,River Plate,84,70,73,81,34,52
4274,Érick Gutiérrez,76,common,CM,Mexico,Eredivisie,PSV,68,71,75,75,69,69
4275,Álex Fernández,76,common,CAM,Spain,LaLiga Santander,Cádiz CF,53,71,80,73,67,63
4276,Diego Rossi,76,common,LM,Uruguay,Süper Lig,Fenerbahçe,84,72,71,77,33,54
4277,Javier Pastore,76,common,CAM,Argentina,LaLiga Santander,Elche CF,60,73,78,76,52,48
4278,Puertas,76,common,RM,Spain,LaLiga SmartBank,Granada CF,76,73,71,76,43,74
4279,Dejan Ljubičić,76,common,RM,Austria,Bundesliga,1. FC Köln,78,67,71,75,72,78
4280,Moi Gómez,76,common,LM,Spain,LaLiga Santander,CA Osasuna,65,73,77,76,55,61
4281,Nedim Bajrami,76,common,CAM,Albania,Serie A TIM,Empoli,76,68,73,77,59,66
4282,Yangel Herrera,76,common,CM,Venezuela,LaLiga SmartBank,Girona FC,62,70,72,74,77,78
4283,Ander Guevara,76,common,CM,Spain,LaLiga Santander,Real Sociedad,50,64,74,72,73,69
4284,Gaël Kakuta,76,common,CAM,DR Congo,Ligue 1 Uber Eats,RC Lens,70,73,76,80,40,59
4285,Tyler Adams,76,rare,CDM,United States,Premier League,Leeds United,80,48,69,73,73,76
4286,Lucas Romero,76,conmebol-sudamericana,CDM,Argentina,CONMEBOL Sudamericana,Independiente,75,62,73,73,74,76
4287,Maxime Gonalons,76,common,CDM,France,Ligue 1 Uber Eats,Clermont Foot 63,44,61,72,68,75,70
4288,Eberechi Eze,76,common,CAM,England,Premier League,Crystal Palace,75,70,74,81,47,67
4289,Dominik Kohr,76,rare,CDM,Germany,Bundesliga,1. FSV Mainz 05,80,62,63,71,77,81
4290,Dani Rodríguez,76,common,LM,Spain,LaLiga Santander,RCD Mallorca,84,75,74,72,63,69
4291,Ryan Fraser,76,common,RM,Scotland,Premier League,Newcastle Utd,83,69,71,80,49,61
4292,Enis Bardhi,76,common,LM,FYR Macedonia,Süper Lig,Trabzonspor,71,78,77,78,57,51
4293,Alejandro Silva,76,conmebol-libertadores,RM,Uruguay,CONMEBOL Libertadores,Olimpia,87,68,72,75,63,72
4294,Florentino,76,common,CDM,Portugal,Liga Portugal,SL Benfica,56,44,62,68,77,72
4295,Ashley Westwood,76,common,CDM,England,EFL Championship,Burnley,56,63,78,73,72,73
4296,Jonathan Bamba,76,common,LM,France,Ligue 1 Uber Eats,LOSC Lille,84,71,72,78,39,67
4297,Stuart Armstrong,76,common,RM,Scotland,Premier League,Southampton,70,77,73,76,65,71
4298,Sanjin Prcić,76,common,CDM,Bosnia Herzegovina,Ligue 1 Uber Eats,Strasbourg,55,60,74,75,72,72
4299,Vanderson,76,common,RM,Brazil,Ligue 1 Uber Eats,AS Monaco,78,62,74,75,69,69
4300,Rodrigo Aliendro,76,conmebol-libertadores,CM,Argentina,CONMEBOL Libertadores,River Plate,77,72,71,80,72,76
4301,Ruben Loftus-Cheek,76,common,CM,England,Premier League,Chelsea,65,68,75,78,66,75
4302,Andros Townsend,76,common,RM,England,Premier League,Everton,74,73,75,79,38,65
4303,Keidi Bare,76,rare,CDM,Albania,LaLiga Santander,RCD Espanyol,75,60,68,74,72,79
4304,Alexis Mac Allister,76,common,CAM,Argentina,Premier League,Brighton,69,77,78,75,56,62
4305,Manor Solomon,76,common,LM,Israel,Premier League,Fulham,80,71,74,79,43,57
4306,Magomed Ozdoev,76,common,CDM,Russia,Süper Lig,Karagümrük SK,75,71,74,76,73,74
4307,Patrick Wimmer,76,common,RM,Austria,Bundesliga,VfL Wolfsburg,85,66,69,77,48,73
4308,Baptiste Santamaria,76,common,CM,France,Ligue 1 Uber Eats,Stade Rennais FC,49,65,72,74,73,74
4309,Matheus Pereira,76,common,CAM,Brazil,Rest of World,Al Hilal,72,72,76,79,39,64
4310,Boubakary Soumaré,76,common,CDM,France,Premier League,Leicester City,68,56,73,74,70,80
4311,Maxi Moralez,76,common,CAM,Argentina,Major League Soccer,New York City FC,68,71,75,78,52,49
4312,Enock Mwepu,76,rare,CM,Zambia,Premier League,Brighton,82,75,72,75,72,78
4313,Danilo Cataldi,76,common,CDM,Italy,Serie A TIM,Latium,72,71,77,76,73,70
4314,Shoya Nakajima,76,rare,CAM,Japan,Süper Lig,Antalyaspor,86,71,71,82,37,47
4315,Ross Barkley,76,common,CAM,England,Ligue 1 Uber Eats,OGC Nice,68,73,76,78,56,70
4316,Álvaro García,76,common,LM,Spain,LaLiga Santander,Rayo Vallecano,91,67,71,75,37,45
4317,Evander,76,common,CM,Brazil,3F Superliga,FC Midtjylland,73,71,76,80,67,69
4318,Renato Steffen,76,common,LM,Switzerland,Credit Suisse Super League,FC Lugano,85,71,71,79,54,66
4320,Radja Nainggolan,76,rare,CM,Belgium,1A Pro League,Royal Antwerp FC,68,79,76,74,71,78
4321,Harry Winks,76,common,CM,England,Serie A TIM,Sampdoria,60,59,76,77,71,64
4322,Mikkel Damsgaard,76,common,LM,Denmark,Premier League,Brentford,84,68,71,81,48,62
4323,Harry Wilson,76,common,RM,Wales,Premier League,Fulham,77,78,76,76,45,58
4324,Florent Mollet,76,common,RM,France,Bundesliga,FC Schalke 04,70,75,76,78,51,64
4325,Marc Roca,76,common,CDM,Spain,Premier League,Leeds United,45,62,76,72,70,67
4326,Thiago Mendes,76,common,CDM,Brazil,Ligue 1 Uber Eats,OL,68,67,74,75,73,74
4327,Jeffrey Schlupp,76,common,LM,Ghana,Premier League,Crystal Palace,84,71,69,76,71,74
4328,Mattias Svanberg,76,common,CM,Sweden,Bundesliga,VfL Wolfsburg,77,68,75,77,63,69
4329,Mohammed Kudus,76,rare,CAM,Ghana,Eredivisie,Ajax,88,71,70,80,59,74
4330,Morgan Sanson,76,common,CM,France,Premier League,Aston Villa,69,73,77,75,70,72
4331,Lee Jae Sung,76,common,CM,Korea Republic,Bundesliga,1. FSV Mainz 05,68,64,75,81,57,61
4332,Nicolás Domínguez,76,rare,CM,Argentina,Serie A TIM,Bologna,75,66,72,76,72,77
4333,Roberto Gagliardini,76,common,CDM,Italy,Serie A TIM,Inter,53,63,71,73,76,74
4334,Youcef Belaïli,76,common,LM,Algeria,Ligue 1 Uber Eats,Stade Brestois 29,79,74,72,79,26,68
4336,Luciano Acosta,76,rare,CAM,Argentina,Major League Soccer,FC Cincinnati,79,66,71,83,46,56
4337,Tonny Vilhena,76,common,LM,Netherlands,Serie A TIM,Salernitana,73,72,76,77,73,77
4339,Mauricio Isla,76,conmebol-libertadores,RB,Chile,CONMEBOL Libertadores,Uni. Católica,77,54,73,75,72,73
4340,Ghislain Konan,76,common,LB,Ivory Coast,Rest of World,Al Nassr,78,51,68,75,72,71
4342,Rayan Aït Nouri,76,common,LWB,France,Premier League,Wolves,77,44,70,76,73,62
4343,Fali,76,common,CB,Spain,LaLiga Santander,Cádiz CF,52,53,68,59,75,87
4344,Liam Cooper,76,common,CB,Scotland,Premier League,Leeds United,49,35,56,58,77,77
4345,James Justin,76,common,LB,England,Premier League,Leicester City,81,50,69,72,73,70
4347,Kevin Vogt,76,common,CB,Germany,Bundesliga,TSG Hoffenheim,71,57,72,68,77,75
4348,Eric García,76,common,CB,Spain,LaLiga Santander,FC Barcelona,62,44,71,68,77,71
4349,Nahuel Tenaglia,76,common,RB,Argentina,LaLiga SmartBank,D. Alavés,71,43,65,72,75,79
4350,Ricardo Esgaio,76,common,RWB,Portugal,Liga Portugal,Sporting CP,69,66,74,76,69,67
4351,Birger Meling,76,common,LB,Norway,Ligue 1 Uber Eats,Stade Rennais FC,82,55,71,75,70,68
4352,Diego Rico,76,common,LB,Spain,LaLiga Santander,Real Sociedad,72,55,73,70,74,75
4353,Robin Knoche,76,common,CB,Germany,Bundesliga,Union Berlin,51,41,52,50,78,72
4354,Luan Peres,76,common,LB,Brazil,Süper Lig,Fenerbahçe,69,38,66,68,76,75
4355,Diego Llorente,76,common,CB,Spain,Premier League,Leeds United,67,40,63,68,75,78
4356,Zaidu Sanusi,76,rare,LB,Nigeria,Liga Portugal,FC Porto,93,37,56,64,74,72
4357,Przemysław Frankowski,76,common,LWB,Poland,Ligue 1 Uber Eats,RC Lens,92,70,72,74,65,72
4358,Catena,76,common,CB,Spain,LaLiga Santander,Rayo Vallecano,66,39,57,50,77,77
4359,Pascal Struijk,76,common,CB,Netherlands,Premier League,Leeds United,57,38,61,63,77,76
4360,Rubén Duarte,76,common,LB,Spain,LaLiga SmartBank,D. Alavés,62,38,65,68,78,67
4361,Attila Szalai,76,common,CB,Hungary,Süper Lig,Fenerbahçe,73,44,62,61,76,83
4362,Gerzino Nyamsi,76,common,CB,France,Ligue 1 Uber Eats,Strasbourg,47,33,51,56,76,82
4363,Omar Alderete,76,common,CB,Paraguay,LaLiga Santander,Getafe CF,63,56,58,63,77,78
4364,Lucas Martínez Quarta,76,common,CB,Argentina,Serie A TIM,Fiorentina,64,56,69,70,75,78
4365,Wilfried Singo,76,common,RWB,Ivory Coast,Serie A TIM,Torino,79,57,67,74,72,74
4366,Domagoj Vida,76,common,CB,Croatia,Hellas Liga,AEK Athens,74,40,58,59,78,81
4367,Mauro Júnior,76,common,RB,Brazil,Eredivisie,PSV,84,66,75,79,68,57
4368,Jérôme Roussillon,76,common,LB,France,Bundesliga,VfL Wolfsburg,86,65,71,78,71,73
4369,Léo Dubois,76,common,RB,France,Süper Lig,Galatasaray,70,58,74,72,74,71
4370,Walker Zimmerman,76,common,CB,United States,Major League Soccer,Nashville SC,57,50,55,56,74,84
4371,Ahmed Hegazi,76,common,CB,Egypt,Rest of World,Al Ittihad,46,20,50,55,76,84
4372,Vivian,76,common,CB,Spain,LaLiga Santander,Athletic Club,70,43,55,60,77,77
4373,Koray Günter,76,common,CB,Germany,Serie A TIM,Hellas Verona,62,46,64,65,77,71
4374,Tyrick Mitchell,76,common,LB,England,Premier League,Crystal Palace,77,39,60,70,75,68
4375,Trevoh Chalobah,76,common,CB,England,Premier League,Chelsea,64,47,65,68,76,76
4376,Dedryck Boyata,76,common,CB,Belgium,1A Pro League,Club Brugge,68,30,53,58,77,77
4377,Castello Lukeba,76,common,CB,France,Ligue 1 Uber Eats,OL,73,43,67,70,77,74
4378,Reece Oxford,76,common,CB,England,Bundesliga,FC Augsburg,68,33,54,62,77,75
4379,Aridane,76,common,CB,Spain,LaLiga Santander,CA Osasuna,50,36,54,54,75,85
4380,Thilo Kehrer,76,common,CB,Germany,Premier League,West Ham,75,44,65,66,76,78
4381,Luca Pellegrini,76,common,LB,Italy,Bundesliga,Frankfurt,84,54,66,75,71,62
4382,Lorenzo De Silvestri,76,common,RWB,Italy,Serie A TIM,Bologna,72,67,71,73,73,75
4383,Sverrir Ingi Ingason,76,common,CB,Iceland,Hellas Liga,PAOK,61,53,58,58,78,77
4384,Adrià Pedrosa,76,rare,LB,Spain,LaLiga Santander,RCD Espanyol,90,60,69,78,69,73
